+-----------------+---------+--------------+---------+----------+--------+----------+----------+
| variable        |   count |   null_count |    mean |      std |    min |      max |   median |
| denkid          |   68846 |        66240 |   35028 |    18991 |  10000 |    70000 |    28000 |
| religsp         |   68846 |        66956 |       2 |        2 |      1 |        7 |        1 |
| densp           |   68846 |        67848 |   37903 |    19947 |  10000 |    70000 |    38000 |
| attendma        |   68846 |        64055 |       6 |        3 |      1 |       10 |        7 |
| attendpa        |   68846 |        64221 |       5 |        3 |      1 |       10 |        6 |
| attend12        |   68846 |        63856 |       6 |        2 |      1 |        9 |        7 |
| prayfreq        |   68846 |        63784 |       8 |        3 |      1 |       11 |        9 |
| relactiv        |   68846 |        45664 |       3 |        2 |      1 |       11 |        2 |
| relactiv1       |   68846 |        67490 |       3 |        2 |      1 |        9 |        3 |
| relscrpt        |   68846 |        67683 |       1 |        0 |      1 |        2 |        1 |
| feelrel         |   68846 |        63827 |       3 |        1 |      1 |        7 |        3 |
| schlpray        |   68846 |        67643 |       2 |        1 |      1 |        4 |        2 |
| godright        |   68846 |        67588 |       2 |        1 |      1 |        5 |        2 |
| socright        |   68846 |        67623 |       3 |        1 |      1 |        5 |        3 |
| perright        |   68846 |        67619 |       3 |        1 |      1 |        5 |        3 |
| antirel         |   68846 |        67669 |       3 |        1 |      1 |        4 |        3 |
| befair          |   68846 |        63885 |       3 |        1 |      1 |        4 |        3 |
| cantrust        |   68846 |        60668 |       3 |        1 |      1 |        4 |        3 |
| trustsci        |   68846 |        65162 |       3 |        1 |      1 |        5 |        3 |
| religcon        |   68846 |        65161 |       3 |        1 |      1 |        5 |        3 |
| religint        |   68846 |        65159 |       2 |        1 |      1 |        5 |        2 |
| religinf        |   68846 |        64096 |       3 |        1 |      1 |        5 |        3 |
| volwkpol        |   68846 |        67621 |       1 |        1 |      1 |        4 |        1 |
| volwkchr        |   68846 |        67619 |       2 |        1 |      1 |        4 |        1 |
| volwkrel        |   68846 |        67620 |       2 |        1 |      1 |        4 |        1 |
| volwkoth        |   68846 |        67622 |       2 |        1 |      1 |        4 |        1 |
| reltruth        |   68846 |        66455 |       2 |        0 |      1 |        3 |        2 |
| carright        |   68846 |        67736 |       3 |        0 |      1 |        3 |        3 |
| cardo           |   68846 |        67868 |       2 |        1 |      1 |        4 |        2 |
| geomobil        |   68846 |        67482 |       2 |        1 |      1 |        4 |        2 |
| relgrpeq        |   68846 |        67502 |       2 |        1 |      1 |        5 |        2 |
| rspctrel        |   68846 |        67494 |       2 |        1 |      1 |        5 |        2 |
| relmarry        |   68846 |        66370 |       2 |        1 |      1 |        4 |        2 |
| relcand         |   68846 |        67533 |       2 |        1 |      1 |        4 |        2 |
| relext1         |   68846 |        66366 |       2 |        1 |      1 |        4 |        2 |
| relext2         |   68846 |        67510 |       2 |        1 |      1 |        4 |        2 |
| relext3         |   68846 |        67702 |       2 |        1 |      1 |        4 |        2 |
| reincar         |   68846 |        67558 |       3 |        1 |      1 |        4 |        3 |
| nirvana         |   68846 |        67933 |       3 |        1 |      1 |        4 |        3 |
| ancestrs        |   68846 |        66439 |       3 |        1 |      1 |        4 |        3 |
| mywaygod        |   68846 |        66339 |       2 |        1 |      1 |        5 |        2 |
| relgeneq        |   68846 |        67730 |       2 |        1 |      1 |        4 |        2 |
| relobjct        |   68846 |        66329 |       2 |        0 |      1 |        2 |        2 |
| vistholy        |   68846 |        66331 |       2 |        1 |      1 |        5 |        1 |
| relsprt         |   68846 |        66434 |       2 |        1 |      1 |        4 |        2 |
| paxhappy        |   68846 |        67494 |       2 |        1 |      1 |        5 |        2 |
| makefrnd        |   68846 |        66339 |       2 |        1 |      1 |        5 |        2 |
| comfort         |   68846 |        66333 |       2 |        1 |      1 |        5 |        2 |
| rightpeo        |   68846 |        67504 |       2 |        1 |      1 |        5 |        2 |
| relgenbar       |   68846 |        67708 |       3 |        1 |      1 |        5 |        3 |
| govvsrel        |   68846 |        67699 |       2 |        1 |      1 |        5 |        2 |
| difrel          |   68846 |        67695 |       4 |        1 |      1 |        5 |        4 |
| relpast         |   68846 |        67707 |       3 |        1 |      1 |        5 |        4 |
| relrlvnt        |   68846 |        67702 |       3 |        1 |      1 |        5 |        2 |
| christns        |   68846 |        67691 |       2 |        1 |      1 |        5 |        2 |
| muslims         |   68846 |        67722 |       3 |        1 |      1 |        5 |        3 |
| hindus          |   68846 |        67764 |       3 |        1 |      1 |        5 |        3 |
| buddhsts        |   68846 |        67743 |       3 |        1 |      1 |        5 |        3 |
| jews            |   68846 |        67720 |       2 |        1 |      1 |        5 |        2 |
| atheists        |   68846 |        67723 |       3 |        1 |      1 |        5 |        3 |
| perscrfc        |   68846 |        67493 |       2 |        0 |      1 |        2 |        2 |
| obeythnk        |   68846 |        64799 |       2 |        0 |      1 |        2 |        2 |
| privent         |   68846 |        61967 |       3 |        1 |      1 |        5 |        3 |
| postmat1        |   68846 |        62247 |       2 |        1 |      1 |        4 |        2 |
| postmat2        |   68846 |        62203 |       2 |        1 |      1 |        4 |        2 |
| scifaith        |   68846 |        63509 |       3 |        1 |      1 |        5 |        2 |
| harmgood        |   68846 |        61053 |       4 |        1 |      1 |        5 |        4 |
| sciworse        |   68846 |        66128 |       3 |        1 |      1 |        5 |        3 |
| scigrn          |   68846 |        61867 |       3 |        1 |      1 |        5 |        4 |
| grnecon         |   68846 |        61645 |       3 |        1 |      1 |        5 |        3 |
| harmsgrn        |   68846 |        61698 |       3 |        1 |      1 |        5 |        3 |
| anrights        |   68846 |        66075 |       3 |        1 |      1 |        5 |        4 |
| resnatur        |   68846 |        66045 |       2 |        1 |      1 |        5 |        2 |
| grnprog         |   68846 |        61756 |       3 |        1 |      1 |        5 |        3 |
| naturpax        |   68846 |        66033 |       3 |        1 |      1 |        5 |        3 |
| grwthelp        |   68846 |        61851 |       3 |        1 |      1 |        5 |        3 |
| antests         |   68846 |        64916 |       2 |        1 |      1 |        5 |        2 |
| naturwar        |   68846 |        66152 |       2 |        1 |      1 |        5 |        2 |
| grwtharm        |   68846 |        61822 |       3 |        1 |      1 |        5 |        4 |
| naturgod        |   68846 |        65211 |       2 |        1 |      1 |        3 |        2 |
| grnprice        |   68846 |        61776 |       3 |        1 |      1 |        5 |        3 |
| grntaxes        |   68846 |        61731 |       3 |        1 |      1 |        5 |        3 |
| grnsol          |   68846 |        61726 |       3 |        1 |      1 |        5 |        3 |
| toodifme        |   68846 |        61709 |       3 |        1 |      1 |        5 |        4 |
| ihlpgrn         |   68846 |        61779 |       3 |        1 |      1 |        5 |        2 |
| scitest1        |   68846 |        66291 |       3 |        1 |      1 |        4 |        3 |
| scitest2        |   68846 |        65249 |       2 |        1 |      1 |        4 |        2 |
| scitest3        |   68846 |        66254 |       3 |        1 |      1 |        4 |        2 |
| scitest4        |   68846 |        65173 |       3 |        1 |      1 |        4 |        3 |
| scitest5        |   68846 |        65166 |       3 |        1 |      1 |        4 |        2 |
| grntest1        |   68846 |        65083 |       3 |        1 |      1 |        4 |        3 |
| grntest2        |   68846 |        66179 |       2 |        1 |      1 |        4 |        2 |
| grntest3        |   68846 |        65467 |       2 |        1 |      1 |        4 |        2 |
| grntest4        |   68846 |        65378 |       2 |        1 |      1 |        4 |        2 |
| grntest5        |   68846 |        66214 |       3 |        1 |      1 |        4 |        3 |
| grntest6        |   68846 |        66172 |       2 |        1 |      1 |        4 |        2 |
| grntest7        |   68846 |        66132 |       3 |        1 |      1 |        4 |        3 |
| carsgen         |   68846 |        61795 |       2 |        1 |      1 |        5 |        3 |
| carsfam         |   68846 |        64963 |       3 |        1 |      1 |        5 |        3 |
| carsten         |   68846 |        66195 |       3 |        1 |      1 |        5 |        3 |
